LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
L,10000,QC,A,MOI,QCMOI10000A,N
U,10000,QC,A,IVR,QCIVR10000A,N
U,10000,QC,A,RIP,QCRIP10000A,V
U,20000,QC,A,PDM,QCPDM20000A,N
M,22000,QC,B,LOS,QCLOS22000A,V
M,23000,QC,D,GTU,QCGTU23000N,V
U,30000,QC,A,PTC,QCPTC30000A,N
M,23000,QC,D,LKF,QCLKF23000N,V
U,30000,QC,A,PTC,QCPTC30000A,N
L,40000,QC,A,DHU,QCDHU40000A,N
U,30000,QC,A,PTC,QCPTC30000A,N
L,40000,QC,A,DHU,QCDHU40000A,N
L,50000,QC,A,SSL,QCSSL50000A,N
D,50000,QC,A,RDU,QCRDU50000A,N
M,23000,QC,D,GTU,QCGTU23000N,V
M,22000,QC,B,LOS,QCLOS22000A,V
M,23000,QC,B,SAO,QCSAO23000N,V
M,22000,QC,B,LOS,QCLOS22000A,V
L,40000,QC,A,DHU,QCDHU40000A,N
U,30000,QC,A,PTC,QCPTC30000A,N
L,10000,QC,A,MOI,QCMOI10000A,N
U,21000,QC,A,SGB,QCSGB21000A,S
I,30000,QC,A,PTC,QCPTC30000A,N
L,40000,QC,A,DHU,QCDHU40000A,N
U,33000,QC,A,FAR,QCFAR33000A,V
U,30000,QC,A,ARR,QCARR30000N,N
U,20000,QC,A,PDM,QCPDM20000A,N
I,30000,QC,A,PTC,QCPTC30000A,N
M,23000,QC,C,LKF,QCLKF23000N,V
M,22000,QC,B,LOS,QCLOS22000A,V
L,10000,QC,A,AHG,QCAHG10000N,N
U,10000,QC,A,SNS,QCSNS10000A,N
U,10000,QC,B,XXX,QCXXX10000A,N
U,10000,QC,A,SNS,QCSNS10000A,N
U,33000,QC,A,FAR,QCFAR33000A,V
L,10000,QC,A,AHG,QCAHG10000N,N
M,23000,QC,B,SAO,QCSAO23000N,V
L,10000,QC,A,SJU,QCSJU10000A,N
M,23000,QC,C,LKF,QCLKF23000N,V
U,33000,QC,A,FAR,QCFAR33000A,V
U,32000,QC,A,SBE,QCSBE32000A,S
D,10000,QC,A,OTW,QCOTW10000N,N
U,10000,QC,A,SNS,QCSNS10000A,N
U,33000,QC,A,FAR,QCFAR33000A,V
M11,90000,QC,A,MEH,QCMEH90000N,N
I,30000,QC,A,PTC,QCPTC30000A,N
L,40000,QC,A,DHU,QCDHU40000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
U,10000,QC,A,IVR,QCIVR10000A,N
L,10000,QC,A,MOI,QCMOI10000A,N
D,30000,QC,B,BCT,QCBCT30000A,N
L,40000,QC,A,MTF,QCMTF40000A,N
L,10000,QC,A,MOI,QCMOI10000A,N
R,22000,QC,B,SFU,QCSFU22000A,V
B13,80000,QC,A,TNM,QCTNM80000N,N
M,23000,QC,D,SNG,QCSNG23000N,V
H,23000,QC,E,SNG,QCSNG23000N,V
M,10000,QC,B,IVR,QCIVR10000A,N
U,11000,QC,B,MTA,QCMTA11000A,S
U,10000,QC,A,PNG,QCPNG10000N,N
M,20000,QC,B,GDO,QCGDO20000A,S
U,21000,QC,B,SGB,QCSGB21000A,S
M,20000,QC,B,GDO,QCGDO20000A,S
R,22000,QC,B,SFU,QCSFU22000A,V
M,22000,QC,B,LOS,QCLOS22000A,V
B13,80000,QC,A,TNM,QCTNM80000N,N
L,20000,QC,A,GGN,QCGGN20000N,N
M,23000,QC,B,LKF,QCLKF23000N,V
B13,80000,QC,A,TNM,QCTNM80000N,N
I,22000,QC,A,MSY,QCMSY22000A,S
B13,80000,QC,A,TNM,QCTNM80000N,N
M,22000,QC,B,TMY,QCTMY22000A,S
L,20000,QC,A,GGN,QCGGN20000N,N
H,20000,QC,E,ARR,QCARR20000N,N
M,22000,QC,B,TMY,QCTMY22000A,S
R,12000,QC,B,MIT,QCMIT12000N,S
B13,80000,QC,A,TNM,QCTNM80000N,N
M,22000,QC,D,TMY,QCTMY22000A,S
H,20000,QC,E,ARR,QCARR20000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,22000,QC,A,MSY,QCMSY22000A,S
B13,80000,QC,A,TNM,QCTNM80000N,N
M,22000,QC,B,TMY,QCTMY22000A,S
I,22000,QC,A,MSY,QCMSY22000A,S
B13,80000,QC,A,TNM,QCTNM80000N,N
M,23000,QC,D,SNG,QCSNG23000N,V
H,20000,QC,E,ARR,QCARR20000N,N
M,20000,QC,D,ARR,QCARR20000N,N
M,22000,QC,C,TMY,QCTMY22000A,S
B13,80000,QC,A,TNM,QCTNM80000N,N
M,12000,QC,B,SGT,QCSGT12000N,S
L,11000,QC,A,HFU,QCHFU11000A,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,10000,QC,A,PAT,QCPAT10000A,N
L,10000,QC,A,SIO,QCSIO10000N,N
M,22000,QC,D,TMY,QCTMY22000A,S
M,30000,QC,D,ARR,QCARR30000N,N
M,30000,QC,B,TLL,QCTLL30000A,N
L,30000,QC,A,ALM,QCALM30000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
M,30000,QC,B,TLL,QCTLL30000A,N
L,30000,QC,A,ALM,QCALM30000A,N
M,30000,QC,B,TLL,QCTLL30000A,N
L,30000,QC,A,ALM,QCALM30000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,11000,QC,A,HFU,QCHFU11000A,N
S04,80000,QC,A,MEM,QCMEM80000N,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,20000,QC,A,LPO,QCLPO20000A,N
L,11000,QC,A,HFU,QCHFU11000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,10000,QC,A,TUP,QCTUP10000A,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,20000,QC,A,BLG,QCBLG20000A,N
R,12000,QC,C,MIT,QCMIT12000N,S
L,10000,QC,A,PAT,QCPAT10000A,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,10000,QC,A,TUP,QCTUP10000A,N
M,30000,QC,B,TLL,QCTLL30000A,N
M,30000,QC,C,ARR,QCARR30000N,N
B13,90000,QC,A,TNH,QCTNH90000N,N
S04,80000,QC,A,MEM,QCMEM80000N,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,30000,QC,A,ALM,QCALM30000A,N
M,30000,QC,B,TLL,QCTLL30000A,N
U,10000,QC,B,DDD,QCDDD10000A,N
M11,90000,QC,A,MEH,QCMEH90000N,N
L,20000,QC,A,LPO,QCLPO20000A,N
L,20000,QC,A,SMD,QCSMD20000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,10000,QC,A,PAT,QCPAT10000A,N
L,10000,QC,A,TUP,QCTUP10000A,N
L,10000,QC,A,SIO,QCSIO10000N,N
R,12000,QC,C,MIT,QCMIT12000N,S
L,20000,QC,A,BLG,QCBLG20000A,N
L,20000,QC,A,DBU,QCDBU20000A,N
M,30000,QC,B,TLL,QCTLL30000A,N
D,50000,QC,C,LUH,QCLUH50000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
M,30000,QC,B,TLL,QCTLL30000A,N
L,50H00,QC,A,HBV,QCHBV50H00A,N
M,30000,QC,B,TLL,QCTLL30000A,N
D,50000,QC,C,LUH,QCLUH50000A,N
M,30000,QC,B,TLL,QCTLL30000A,N
L,50H00,QC,A,HBV,QCHBV50H00A,N
M,22000,QC,C,TMY,QCTMY22000A,S
M,30000,QC,D,ARR,QCARR30000N,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,50H00,QC,A,HBV,QCHBV50H00A,N
M,30000,QC,B,TLL,QCTLL30000A,N
L,30000,QC,A,ALM,QCALM30000A,N
S04,80000,QC,A,MEM,QCMEM80000N,N
L,50H00,QC,A,HBV,QCHBV50H00A,N
R,12000,QC,C,GGO,QCGGO12000A,S
M,10000,QC,B,LFQ,QCLFQ10000N,N
M,50000,QC,B,LUH,QCLUH50000A,N
M,30000,QC,B,TLL,QCTLL30000A,N
H,20000,QC,E,ARR,QCARR20000N,N
H,22000,QC,E,TMY,QCTMY22000A,S
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
U,~~~~~,NF,B,RKL,NFRKL~~~~~N,N
B09,E1~~~,NF,A,GUL,NFGULE1~~~N,U
B09,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E3~~~,NF,A,CCV,NFCCVE3~~~N,V
S,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
M,E3~~~,NF,C,CCV,NFCCVE3~~~N,U
H,E1~~~,NF,C,CCV,NFCCVE1~~~N,U
B09,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E3~~~,NF,A,CCV,NFCCVE3~~~N,U
H,E1~~~,NF,C,CCV,NFCCVE1~~~N,U
H,E1~~~,NF,C,CCV,NFCCVE1~~~N,U
H,E1~~~,NF,C,CCV,NFCCVE1~~~N,U
H,E1~~~,NF,C,CCV,NFCCVE1~~~N,U
B09,E1~~~,NF,A,GUL,NFGULE1~~~N,N
U,E1~~~,NF,A,SLY,NFSLYE1~~~N,N
B09,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E1~~~,NF,A,SLY,NFSLYE1~~~N,N
B09,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E2~~~,NF,A,SLY,NFSLYE2~~~N,N
B09,E1~~~,NF,A,GUL,NFGULE1~~~N,N
H,E1~~~,NF,D,CCV,NFCCVE1~~~N,U
B07,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E2~~~,NF,B,SLY,NFSLYE2~~~N,N
B07,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E2~~~,NF,B,SLY,NFSLYE2~~~N,N
B07,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E2~~~,NF,B,SLY,NFSLYE2~~~N,N
H,E1~~~,NF,C,CCV,NFCCVE1~~~N,V
B07,E1~~~,NF,A,GUL,NFGULE1~~~N,U
U,E2~~~,NF,B,SLY,NFSLYE2~~~N,N
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
R,~~~~~,NF,D,BYR,NFBYR~~~~~N,V
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,C,SMO,NFSMOE1~~~N,V
F11,E1~~~,NF,A,RAL,NFRALE1~~~N,N
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
R,E2~~~,NF,D,LMD,NFLMDE2~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
H,E2~~~,NF,C,LMD,NFLMDE2~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
M,E5~~~,NF,D,SMO,NFSMOE5~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
S,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
M,E3~~~,NF,C,CCV,NFCCVE3~~~N,U
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E5~~~,NF,D,SMO,NFSMOE5~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E5~~~,NF,D,SMO,NFSMOE5~~~N,N
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E5~~~,NF,D,SMO,NFSMOE5~~~N,V
I,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
M,E5~~~,NF,D,SMO,NFSMOE5~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,~~~~~,NF,B,HUB,NFHUB~~~~~A,S
B16,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
M,~~~~~,NF,B,BYR,NFBYR~~~~~N,V
M,~~~~~,NF,B,BYR,NFBYR~~~~~N,V
I,E4~~~,NF,D,TTP,NFTTPE4~~~N,V
I,E1~~~,NF,D,LMD,NFLMDE1~~~N,V
R,E1~~~,NF,D,CCV,NFCCVE1~~~N,U
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E1~~~,NF,C,TTP,NFTTPE1~~~N,V
I,E1~~~,NF,D,TTP,NFTTPE1~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,B,HRV,NFHRVE1~~~A,S
B09,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
H,E2~~~,NF,D,NOK,NFNOKE2~~~N,V
H,E1~~~,NF,D,NOK,NFNOKE1~~~N,V
H,E1~~~,NF,D,CCV,NFCCVE1~~~N,U
I,E2~~~,NF,D,NOK,NFNOKE2~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
B09,E3~~~,NF,A,EBG,NFEBGE3~~~N,N
H,E1~~~,NF,D,NOK,NFNOKE1~~~N,V
U,E3~~~,NF,A,WID,NFWIDE3~~~N,S
B09,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
R,E2~~~,NF,D,NOK,NFNOKE2~~~N,V
M,E1~~~,NF,D,SPR,NFSPRE1~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
S,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
R,E1~~~,NF,D,SPR,NFSPRE1~~~N,V
I,E1~~~,NF,D,NOK,NFNOKE1~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
M,E1~~~,NF,B,SPR,NFSPRE1~~~N,V
H,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
B09,E3~~~,NF,A,EBG,NFEBGE3~~~N,N
U,E2~~~,NF,A,WID,NFWIDE2~~~N,S
H,E1~~~,NF,B,HRV,NFHRVE1~~~A,S
B09,E3~~~,NF,A,EBG,NFEBGE3~~~N,N
I,E1~~~,NF,D,SPR,NFSPRE1~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
M,E1~~~,NF,B,SPR,NFSPRE1~~~N,V
H,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
R,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
M,E2~~~,NF,C,PPT,NFPPTE2~~~N,N
M,~~~~~,NF,B,ABH,NFABH~~~~~N,V
I,E3~~~,NF,B,WID,NFWIDE3~~~N,S
R,E2~~~,NF,B,PTD,NFPTDE2~~~N,V
I,E2~~~,NF,B,PTD,NFPTDE2~~~N,V
B09,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
I,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
L,E1~~~,NF,A,SGR,NFSGRE1~~~N,V
H,E1~~~,NF,B,BAR,NFBARE1~~~N,V
B09,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
U,E2~~~,NF,A,SXG,NFSXGE2~~~N,U
B09,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
I,E1~~~,NF,D,HRV,NFHRVE1~~~A,S
L,E1~~~,NF,A,SGR,NFSGRE1~~~N,V
M,E2~~~,NF,B,BAR,NFBARE2~~~N,V
I,E1~~~,NF,D,SGR,NFSGRE1~~~N,V
L,E1~~~,NF,A,HRV,NFHRVE1~~~A,S
B09,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
U,E1~~~,NF,A,COY,NFCOYE1~~~N,V
M,E1~~~,NF,B,COY,NFCOYE1~~~N,V
R,E2~~~,NF,B,BAR,NFBARE2~~~N,V
B18,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
R,E1~~~,NF,B,BAR,NFBARE1~~~N,V
I,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
L,E1~~~,NF,A,SGR,NFSGRE1~~~N,V
H,E1~~~,NF,B,HRV,NFHRVE1~~~A,S
B09,E1~~~,NF,A,FTB,NFFTBE1~~~N,N
R,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
R,E1~~~,NF,C,PPT,NFPPTE1~~~N,N
U,E2~~~,NF,A,COY,NFCOYE2~~~N,V
U,E1~~~,NF,A,HRV,NFHRVE1~~~A,S
H,E2~~~,NF,B,COY,NFCOYE2~~~N,V
H,E1~~~,NF,A,HRV,NFHRVE1~~~A,S
M,E1~~~,NF,B,COY,NFCOYE1~~~N,V
R,E1~~~,NF,D,PPT,NFPPTE1~~~N,N
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E1~~~,NF,D,WPD,NFWPDE1~~~N,V
I,E1~~~,NF,D,SGR,NFSGRE1~~~N,V
D,E1~~~,NF,D,WPD,NFWPDE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E1~~~,NF,D,WPD,NFWPDE1~~~N,V
S,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
M,~~~~~,NF,B,BMS,NFBMS~~~~~N,V
F11,E1~~~,NF,A,RAL,NFRALE1~~~N,N
M,E2~~~,NF,D,BMN,NFBMNE2~~~N,V
I,~~~~~,NF,D,BMS,NFBMS~~~~~N,V
S,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,WPD,NFWPDE1~~~N,V
M,E3~~~,NF,B,COY,NFCOYE3~~~N,V
H,E1~~~,NF,B,HRV,NFHRVE1~~~A,S
S,~~~~~,NF,D,LIV,NFLIV~~~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
H,~~~~~,NF,C,SHB,NFSHB~~~~~A,V
H,E2~~~,NF,C,COY,NFCOYE2~~~N,V
H,~~~~~,NF,D,LIV,NFLIV~~~~~N,V
I,E1~~~,NF,D,HRV,NFHRVE1~~~A,S
I,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
L,E1~~~,NF,A,SGR,NFSGRE1~~~N,V
H,E3~~~,NF,D,SMO,NFSMOE3~~~N,V
F11,E1~~~,NF,A,RAL,NFRALE1~~~N,N
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
B18,~~~~~,NF,A,EBG,NFEBG~~~~~N,N
H,E1~~~,NF,C,SMO,NFSMOE1~~~N,V
I,E1~~~,NF,D,HRV,NFHRVE1~~~A,S
L,E1~~~,NF,A,SGR,NFSGRE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
H,E4~~~,NF,C,SMO,NFSMOE4~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
I,E4~~~,NF,D,SMO,NFSMOE4~~~N,V
L,E1~~~,NF,A,OCP,NFOCPE1~~~N,U
S,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E1~~~,NF,D,NOB,NFNOBE1~~~N,U
I,E1~~~,NF,D,SGR,NFSGRE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
S,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E2~~~,NF,D,NOB,NFNOBE2~~~N,U
S,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E2~~~,NF,D,NOB,NFNOBE2~~~N,U
R,E1~~~,NF,D,NOB,NFNOBE1~~~N,U
H,E1~~~,NF,A,HRV,NFHRVE1~~~A,S
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
I,E4~~~,NF,D,SMO,NFSMOE4~~~N,V
L,E1~~~,NF,A,HRV,NFHRVE1~~~A,S
R,E4~~~,NF,D,SMO,NFSMOE4~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
B18,~~~~~,NF,A,HYP,NFHYP~~~~~N,U
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,D,SMO,NFSMOE1~~~N,V
B18,~~~~~,NF,A,HYP,NFHYP~~~~~N,U
S,~~~~~,NF,D,LIV,NFLIV~~~~~N,V
I,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E1~~~,NF,B,TTP,NFTTPE1~~~N,V
F11,E1~~~,NF,A,RAL,NFRALE1~~~N,N
H,E1~~~,NF,D,TTP,NFTTPE1~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
I,E1~~~,NF,D,TTP,NFTTPE1~~~N,V
I,E1~~~,NF,D,TTP,NFTTPE1~~~N,V
B16,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
H,E3~~~,NF,B,GDR,NFGDRE3~~~N,V
M,E1~~~,NF,C,GDR,NFGDRE1~~~N,V
H,E2~~~,NF,C,GMB,NFGMBE2~~~N,V
B04,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
H,E1~~~,NF,B,GDR,NFGDRE1~~~N,V
B16,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
H,E1~~~,NF,C,GDR,NFGDRE1~~~N,V
B16,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
F13,E2~~~,NF,A,MPD,NFMPDE2~~~N,N
H,E1~~~,NF,B,GDR,NFGDRE1~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
R,E2~~~,NF,D,WSP,NFWSPE2~~~N,V
H,E3~~~,NF,D,NWY,NFNWYE3~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E2~~~,NF,C,WSP,NFWSPE2~~~N,V
B16,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
H,E3~~~,NF,C,NWY,NFNWYE3~~~N,V
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
R,E3~~~,NF,C,GDR,NFGDRE3~~~N,V
U,E3~~~,NF,A,GDR,NFGDRE3~~~N,V
U,E1~~~,NF,A,GDR,NFGDRE1~~~N,V
B16,E6~~~,NF,A,MPD,NFMPDE6~~~N,N
H,E1~~~,NF,C,PYT,NFPYTE1~~~N,V
R,E2~~~,NF,D,GMB,NFGMBE2~~~N,V
R,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E3~~~,NF,C,GDR,NFGDRE3~~~N,V
B16,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
B04,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
H,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
H,~~~~~,NF,D,RKL,NFRKL~~~~~N,N
H,E2~~~,NF,D,SFD,NFSFDE2~~~N,V
H,E1~~~,NF,C,SFD,NFSFDE1~~~N,V
H,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
U,E3~~~,NF,B,ABN,NFABNE3~~~A,V
U,E3~~~,NF,A,PTD,NFPTDE3~~~N,V
B04,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
H,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
U,E2~~~,NF,A,PTD,NFPTDE2~~~N,V
B04,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
H,E1~~~,NF,C,GDR,NFGDRE1~~~N,V
B16,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
M,~~~~~,NF,C,SQD,NFSQD~~~~~N,V
I,E1~~~,NF,D,GDR,NFGDRE1~~~N,V
B18,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
M,E4~~~,NF,C,NWY,NFNWYE4~~~N,V
H,E2~~~,NF,C,PYT,NFPYTE2~~~N,V
B04,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
H,E1~~~,NF,B,TNA,NFTNAE1~~~N,V
B04,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
H,E3~~~,NF,C,BYR,NFBYRE3~~~N,V
F11,E4~~~,NF,A,MPD,NFMPDE4~~~N,N
H,E3~~~,NF,C,BYR,NFBYRE3~~~N,V
F11,E4~~~,NF,A,MPD,NFMPDE4~~~N,N
M,E1~~~,NF,C,GDR,NFGDRE1~~~N,V
B18,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
U,E1~~~,NF,A,PTD,NFPTDE1~~~N,V
I,E3~~~,NF,D,GDR,NFGDRE3~~~N,V
I,E1~~~,NF,D,GDR,NFGDRE1~~~N,V
H,~~~~~,NF,B,WGP,NFWGP~~~~~N,V
B18,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
H,E3~~~,NF,C,PYT,NFPYTE3~~~N,V
B04,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
B18,E5~~~,NF,A,DWD,NFDWDE5~~~N,N
H,E3~~~,NF,B,GDR,NFGDRE3~~~N,V
M,E2~~~,NF,C,SFD,NFSFDE2~~~N,V
F11,E2~~~,NF,A,MPD,NFMPDE2~~~N,N
R,E5~~~,NF,D,PYT,NFPYTE5~~~N,V
B04,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
H,E6~~~,NF,C,TTP,NFTTPE6~~~N,V
H,~~~~~,NF,C,RKL,NFRKL~~~~~N,N
U,E1~~~,NF,A,PTD,NFPTDE1~~~N,V
H,E6~~~,NF,C,TTP,NFTTPE6~~~N,V
U,E1~~~,NF,B,GDR,NFGDRE1~~~N,V
M,E2~~~,NF,C,SFD,NFSFDE2~~~N,V
H,E1~~~,NF,C,NWY,NFNWYE1~~~N,V
F13,E2~~~,NF,A,MPD,NFMPDE2~~~N,N
I,E3~~~,NF,D,GDR,NFGDRE3~~~N,V
U,E1~~~,NF,A,PTD,NFPTDE1~~~N,V
I,E2~~~,NF,B,PYT,NFPYTE2~~~N,V
B18,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
I,E2~~~,NF,C,MRG,NFMRGE2~~~N,V
F13,E1~~~,NF,A,RAL,NFRALE1~~~N,N
R,E1~~~,NF,C,ABN,NFABNE1~~~N,V
F13,E2~~~,NF,A,MPD,NFMPDE2~~~N,N
I,E3~~~,NF,D,GDR,NFGDRE3~~~N,V
H,E1~~~,NF,C,MRG,NFMRGE1~~~N,V
F01,E1~~~,NF,B,RAL,NFRALE1~~~N,N
R,E5~~~,NF,D,PYT,NFPYTE5~~~N,V
B04,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
B04,E1~~~,NF,A,DWD,NFDWDE1~~~A,N
U,E2~~~,NF,B,ADL,NFADLE2~~~N,V
B18,E5~~~,NF,A,DWD,NFDWDE5~~~N,N
H,E3~~~,NF,B,GDR,NFGDRE3~~~N,V
H,E2~~~,NF,B,RDI,NFRDIE2~~~N,V
B04,E1~~~,NF,B,DWD,NFDWDE1~~~A,N
U,E1~~~,NF,A,PTD,NFPTDE1~~~N,V
H,E1~~~,NF,B,PTD,NFPTDE1~~~N,V
F11,E2~~~,NF,A,MPD,NFMPDE2~~~N,N
