ACC_INC_TYPE,COLLISION_TYPE
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
RUNAWAY ROLLING STOCK,
NON-MAIN-TRACK TRAIN COLLISION,"HEAD-ON, ONE STANDING, OTHER MOVING"
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
DG LEAKER,
CROSSING,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
TRESPASSER,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
R/S DAMAGE WITHOUT DERAIL./COLL.,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
DG LEAKER,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
R/S COLL. WITH ABANDONED VEHICLE,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
DG LEAKER,
DG LEAKER,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
TRESPASSER,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
DG LEAKER,
DG LEAKER,
TRESPASSER,
TRESPASSER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
R/S COLL. WITH OBJECT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
DG LEAKER,
CROSSING,
DG LEAKER,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
CROSSING,
DG LEAKER,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
CROSSING,
TRESPASSER,
COLLISION INVOLVING TRACK UNIT,"REAR-END, BOTH MOVING"
DG LEAKER,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"HEAD-ON, ONE STANDING, OTHER MOVING"
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
TRESPASSER,
DG LEAKER,
DG LEAKER,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
FIRE,
CROSSING,
DG LEAKER,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
TRESPASSER,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
MAIN-TRACK TRAIN DERAILMENT,
FIRE,
EMPLOYEE,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
RUNAWAY ROLLING STOCK,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
DG LEAKER,
DG LEAKER,
DG LEAKER,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S COLL. WITH OBJECT,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
RUNAWAY ROLLING STOCK,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
FIRE,
DG LEAKER,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
EMPLOYEE,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S COLL. WITH OBJECT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
DG LEAKER,
DG LEAKER,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
DG LEAKER,
FIRE,
TRESPASSER,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
CROSSING,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"HEAD-ON, ONE STANDING, OTHER MOVING"
CROSSING,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
CROSSING,
DG LEAKER,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
CROSSING,
DG LEAKER,
NON-MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, BOTH MOVING"
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
DG LEAKER,
CROSSING,
DG LEAKER,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
UNPROTECTED OVERLAP OF AUTHORITIES,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
NON-MAIN-TRACK TRAIN DERAILMENT,
R/S DAMAGE WITHOUT DERAIL./COLL.,
NON-MAIN-TRACK TRAIN DERAILMENT,
COLLISION INVOLVING TRACK UNIT,"SIDE, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
R/S DAMAGE WITHOUT DERAIL./COLL.,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
TRESPASSER,
NON-MAIN-TRACK TRAIN DERAILMENT,
RUNAWAY ROLLING STOCK,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK SWITCH IN ABNORMAL POSITION,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,"HEAD-ON, BOTH MOVING"
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
FIRE,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
DG LEAKER,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
CROSSING,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN DERAILMENT,
FIRE,
CROSSING,
NON-MAIN-TRACK TRAIN DERAILMENT,
NON-MAIN-TRACK TRAIN COLLISION,"SIDE, ONE STANDING, OTHER MOVING"
COLLISION INVOLVING TRACK UNIT,"REAR-END, ONE STANDING, OTHER MOVING"
NON-MAIN-TRACK TRAIN DERAILMENT,
DG LEAKER,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
NON-MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
UNPROTECTED OVERLAP OF AUTHORITIES,
MAIN-TRACK TRAIN DERAILMENT,
CROSSING,
MOVEMENT EXCEEDS LIMITS OF AUTHORITY,
MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
MAIN-TRACK TRAIN COLLISION,"REAR-END, ONE STANDING, OTHER MOVING"
UNPROTECTED OVERLAP OF AUTHORITIES,
CROSSING,
DG LEAKER,
NON-MAIN-TRACK TRAIN DERAILMENT,
EMPLOYEE,
CROSSING,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
CROSSING,
DG LEAKER,
NON-MAIN-TRACK TRAIN COLLISION,"SAME TRAIN, ONE MOVING, OTHER STANDING"
CROSSING,
DG LEAKER,
